Location,Fuel_Type,Transmission,Owner_Type,Seats,Price,mileage_new,engine_new,power_new,age,make,model,KM_Driven
Pune,Petrol,Manual,First,5,6,20.73,1373,91.1,6,maruti,ciaz,49
Kochi,Petrol,Automatic,First,5,5.43,17.5,1498,99.6,7,nissan,sunny,37
Hyderabad,Diesel,Manual,First,5,4.65,22.07,1199,73.9,8,volkswagen,polo,62
Hyderabad,Diesel,Manual,First,7,7.5,20.77,1248,88.8,5,maruti,ertiga,59
Jaipur,Diesel,Manual,First,5,6.25,26.59,1248,74,5,maruti,swift,60
Mumbai,Petrol,Manual,First,5,3.15,19.4,1198,86.8,7,honda,brio,17
Hyderabad,Petrol,Manual,First,5,2.3,16,1086,66.7,12,hyundai,i10,80
Kochi,Diesel,Manual,First,5,7.4,28.09,1248,88.5,3,maruti,ciaz,41
Pune,Petrol,Manual,Second,5,1.55,13.8,1299,70,14,ford,ikon,98
Pune,Petrol,Manual,Second,5,6,16.2,1199,74,3,volkswagen,polo,54
Chennai,Petrol,Manual,First,5,5.9,18.7,1199,88.7,4,honda,jazz,17
Bangalore,Diesel,Manual,Second,5,4.7,25.8,1498,98.6,7,honda,amaze,33
Hyderabad,Diesel,Manual,First,5,6.5,22.54,1396,88.73,5,hyundai,i20,86
Hyderabad,Diesel,Manual,First,5,3.55,21.1,1248,73.9,8,maruti,ritz,146
Pune,Diesel,Manual,First,5,7.99,24.3,1248,88.5,3,maruti,vitara,38
Bangalore,Petrol,Manual,Second,5,4.1,17,1197,80,11,hyundai,i20,64
Hyderabad,Petrol,Automatic,First,5,3.95,24.07,998,67.1,3,maruti,alto,25
Kochi,Petrol,Manual,First,5,4.38,21.1,814,55.2,4,hyundai,eon,36
Mumbai,Petrol,Manual,First,5,2.75,20.36,1197,78.9,9,hyundai,i10,35
Bangalore,Diesel,Manual,First,5,6.6,22.77,1498,98.59,7,ford,ecosport,62
Jaipur,Diesel,Manual,Third,5,1.28,20,1399,68,10,ford,figo,100
Pune,Petrol,Manual,Third,5,1.2,14.49,1399,92.7,14,chevrolet,aveo,78
Coimbatore,Petrol,Manual,First,5,4.31,18.5,1197,85.8,7,maruti,ritz,57
Coimbatore,Petrol,Manual,First,5,5.64,18.9,1197,82,3,hyundai,grand,74
Pune,Petrol,Manual,Second,5,2.85,17.5,1298,85.8,12,maruti,swift,64
Delhi,Petrol,Manual,First,5,3.5,13,1343,90,9,honda,city,100
Jaipur,Diesel,Manual,First,5,7.5,20.46,1461,83.8,6,renault,duster,75
Kochi,Petrol,Manual,First,5,4.7,19.1,1197,82,5,hyundai,xcent,41
Hyderabad,Petrol,Automatic,First,5,8.5,22,1197,81.8,3,maruti,dzire,13
Kochi,Petrol,Manual,First,5,3.51,22.74,796,47.3,3,maruti,alto,54
Bangalore,Diesel,Manual,First,5,2.65,25.44,936,57.6,8,chevrolet,beat,40
Kochi,Petrol,Manual,First,5,3.52,20.51,998,67.04,5,maruti,wagon,43
Mumbai,Petrol,Manual,First,5,5.25,20.85,1197,83.14,5,maruti,swift,19
Chennai,Petrol,Manual,First,5,3.25,18.5,1197,80,10,hyundai,i20,67
Pune,Diesel,Manual,First,5,8.5,15,1248,88.5,3,maruti,s,32
Kolkata,Diesel,Manual,First,5,4.9,24,1186,73.97,3,hyundai,grand,14
Kolkata,Diesel,Manual,First,5,2.9,25.2,1248,74,8,maruti,swift,52
Coimbatore,Diesel,Manual,First,5,7.83,27.39,1248,74,2,maruti,baleno,25
Bangalore,Petrol,Manual,Second,5,2,13.2,1495,94,12,hyundai,accent,72
Hyderabad,Diesel,Manual,First,5,6.25,25.2,1248,74,4,maruti,swift,54
Coimbatore,Petrol,Automatic,First,4,3.19,21.9,624,37.48,4,tata,nano,24
Ahmedabad,Diesel,Manual,First,7,7.75,25.47,1248,88.5,3,maruti,ertiga,63
Delhi,Petrol,Automatic,Second,5,3.2,23.1,998,67.04,6,maruti,celerio,35
Delhi,Diesel,Manual,First,5,4.9,25.2,1248,74,5,maruti,swift,63
Chennai,Diesel,Manual,First,5,1.15,17.2,1396,53.5,12,tata,indica,77
Kochi,Petrol,Manual,First,5,8.46,18.2,1199,88.7,2,honda,jazz,20
Kolkata,Petrol,Manual,First,5,3.25,16.78,1496,88.73,7,toyota,etios,42
Hyderabad,Petrol,Manual,First,5,2.6,19.7,796,46.3,8,maruti,alto,67
Coimbatore,Petrol,Manual,First,5,5.2,20.4,1197,81.8,4,maruti,swift,37
Pune,Petrol,Manual,Third,5,1.8,19,998,66.1,11,maruti,a-star,85
Chennai,Petrol,Manual,First,4,1.6,25.4,624,37.48,9,tata,nano,35
Kolkata,Diesel,Manual,First,5,2.5,25.5,1498,99,5,ford,figo,72
Jaipur,Petrol,Manual,First,5,2.5,16,1368,90,9,fiat,linea,48
Coimbatore,Petrol,Manual,First,5,6.7,18.16,1196,86.8,3,ford,figo,28
Hyderabad,Petrol,Manual,First,5,1.2,15.4,1590,94,15,maruti,baleno,92
Hyderabad,Diesel,Manual,First,5,2.2,25,1396,69,4,tata,indica,73
Kolkata,Petrol,Manual,Second,5,1.5,18.5,1197,85.8,9,maruti,ritz,50
Coimbatore,Petrol,Automatic,Second,5,5.08,16.95,1197,78.9,6,hyundai,i10,41
Kolkata,Petrol,Manual,First,5,1.46,18.6,1199,79.4,10,chevrolet,beat,17
Pune,Diesel,Manual,Second,5,2.05,17.8,1399,68,13,ford,fiesta,112
Coimbatore,Diesel,Manual,First,5,4.08,20,1399,68,6,ford,figo,74
Hyderabad,Petrol,Automatic,First,5,4.55,23.1,998,67.04,6,maruti,celerio,44
Bangalore,Petrol,Manual,First,5,2.45,18.9,998,67.1,10,maruti,wagon,81
Hyderabad,Petrol,Manual,First,8,2.35,16.8,796,34.2,7,maruti,omni,26
Coimbatore,Petrol,Manual,First,5,4.32,22.5,998,67.04,5,maruti,wagon,72
Mumbai,Petrol,Manual,First,5,5.85,18.6,1197,81.83,2,hyundai,i20,19
Bangalore,Petrol,Manual,Second,7,6.25,16.02,1373,93.7,7,maruti,ertiga,68
Mumbai,Diesel,Manual,First,5,9.75,23.65,1248,88.5,3,maruti,sx4,26
Hyderabad,Diesel,Manual,First,5,4.1,22.07,1199,73.9,9,volkswagen,polo,75
Chennai,Petrol,Manual,First,5,6.5,18.7,1199,88.7,4,honda,jazz,23
Pune,Diesel,Manual,First,5,4.75,23.4,1248,74,7,maruti,swift,88
Kolkata,Petrol,Manual,First,5,6.35,18.6,1197,81.83,2,hyundai,i20,11
Hyderabad,Diesel,Manual,First,5,8.5,27.4,1498,98.6,2,honda,amaze,12
Chennai,Diesel,Manual,First,7,5.5,24.2,1498,98.6,5,honda,mobilio,65
Kochi,Diesel,Manual,First,7,6.56,20.77,1248,88.8,7,maruti,ertiga,39
Pune,Petrol,Manual,First,5,2.3,24.07,998,67.1,6,maruti,alto,49
Pune,Diesel,Manual,Second,10,3.5,13.1,2446,75,16,toyota,qualis,77
Kochi,Petrol,Manual,First,5,4.55,20.36,1197,78.9,4,hyundai,i10,21
Mumbai,Petrol,Manual,Second,5,5.25,18.6,1197,81.83,5,hyundai,i20,37
Pune,Petrol,Manual,First,5,1.79,14.49,1399,92.7,10,chevrolet,aveo,80
Kolkata,Petrol,Manual,First,5,2.49,20.51,998,67.04,6,maruti,wagon,40
Jaipur,Petrol,Manual,First,5,3.15,25.17,799,53.3,4,renault,kwid,4
Ahmedabad,Diesel,Manual,First,5,4.25,22.07,1199,73.9,7,volkswagen,polo,55
Hyderabad,Petrol,Manual,First,5,2.75,22.74,796,47.3,6,maruti,alto,58
Kochi,Petrol,Manual,First,5,7.14,18.6,1197,81.83,3,hyundai,i20,58
Jaipur,Petrol,Manual,Third,5,3.5,17,1197,80,8,hyundai,i20,71
Chennai,Diesel,Manual,First,5,7.3,22.54,1396,88.73,3,hyundai,i20,12
Kolkata,Petrol,Manual,First,5,2.75,20.51,998,67.04,6,maruti,wagon,25
Bangalore,Diesel,Manual,Second,5,8.2,22.54,1396,88.73,3,hyundai,i20,43
Pune,Diesel,Manual,First,5,4.25,20,1399,68.05,5,ford,figo,92
Coimbatore,Petrol,Manual,Second,5,6.21,18.6,1197,85.8,6,maruti,swift,33
Kochi,Diesel,Manual,First,5,4.58,24,1120,70,4,hyundai,grand,52
Coimbatore,Petrol,Manual,First,5,4.09,19.81,1086,68.05,6,hyundai,i10,60
Hyderabad,Petrol,Automatic,First,5,4.4,23.1,998,67.04,6,maruti,celerio,33
Mumbai,Diesel,Manual,First,7,7.25,20.77,1248,88.8,6,maruti,ertiga,64
Hyderabad,Diesel,Manual,First,5,3.2,20,1399,68.05,7,ford,figo,51
Mumbai,Petrol,Manual,First,5,3.95,16.47,1198,74,6,volkswagen,polo,57
Kolkata,Petrol,Manual,First,5,1.75,17.92,1086,62.1,7,hyundai,santro,31
Chennai,Diesel,Manual,First,7,6.9,24.5,1498,98.6,6,honda,mobilio,23
Coimbatore,Petrol,Manual,First,5,7.77,18.6,1197,81.83,2,hyundai,i20,15
Hyderabad,Petrol,Manual,First,5,5.35,18.6,1197,81.83,6,hyundai,i20,70
Chennai,Diesel,Manual,Second,7,4.5,13.6,2523,63,9,mahindra,bolero,99
Mumbai,Petrol,Manual,First,5,0.7,17.3,993,60,15,maruti,zen,102
Coimbatore,Petrol,Automatic,First,5,5.57,18.9,1197,82,5,hyundai,grand,61
Jaipur,Diesel,Manual,First,5,5.9,25.4,1186,73.97,2,hyundai,xcent,25
Bangalore,Petrol,Manual,First,5,2.9,20.36,1197,78.9,10,hyundai,i10,69
Delhi,Petrol,Manual,First,5,3.68,19.4,1198,86.8,4,honda,brio,32
Jaipur,Diesel,Manual,First,5,6.75,25.1,1498,98.6,6,honda,city,71
Kochi,Diesel,Manual,First,5,6.96,25.1,1498,98.6,5,honda,city,80
Jaipur,Petrol,Manual,First,5,3.25,21.7,999,67,3,renault,kwid,63
Hyderabad,Diesel,Manual,First,5,8.65,28.4,1248,74,2,maruti,swift,5
Pune,Petrol,Automatic,First,5,5,23.1,998,67.04,3,maruti,celerio,7
Jaipur,Petrol,Manual,Second,5,2.6,20.36,1197,78.9,10,hyundai,i10,66
Kochi,Petrol,Manual,First,5,3.41,19.81,1086,68.05,6,hyundai,i10,58
Kolkata,Petrol,Manual,First,5,2.7,22,1197,81.8,9,maruti,dzire,46
Mumbai,Diesel,Manual,First,5,4.25,21.64,1461,84.8,7,nissan,sunny,47
Ahmedabad,Petrol,Manual,First,5,3.2,18.9,998,67.1,5,maruti,wagon,51
Bangalore,Diesel,Manual,Second,5,6.85,23.4,1248,74,6,maruti,swift,25
Delhi,Diesel,Manual,First,5,4.5,25.8,1498,98.6,5,honda,amaze,48
Delhi,Diesel,Manual,First,5,3.55,28.4,1248,74,8,maruti,swift,52
Bangalore,Petrol,Manual,First,5,2.66,22.7,799,53.64,4,datsun,redi-go,20
Coimbatore,Diesel,Manual,First,5,8.07,26,1498,98.6,4,honda,city,60
Coimbatore,Diesel,Manual,First,7,7.5,20.77,1248,88.76,4,maruti,ertiga,85
Mumbai,Diesel,Manual,Second,5,2.85,19.3,1248,73.9,12,maruti,swift,91
Hyderabad,Diesel,Manual,First,5,3.3,21.1,1248,73.9,10,maruti,ritz,79
Bangalore,Petrol,Manual,First,5,5,19.1,1197,85.8,7,maruti,swift,38
Coimbatore,Diesel,Manual,First,5,6.46,22.9,1248,74,6,maruti,swift,59
Jaipur,Petrol,Manual,First,5,3.75,21.1,814,55.2,3,hyundai,eon,23
Kochi,Petrol,Manual,Third,5,1.52,17.3,993,60,17,maruti,zen,61
Coimbatore,Petrol,Manual,First,7,3.61,15.1,1196,73,8,maruti,eeco,56
Hyderabad,Diesel,Manual,First,5,3.65,19.3,1248,73.9,10,maruti,swift,130
Mumbai,Diesel,Manual,First,10,5.25,14.07,1978,83.1,7,tata,sumo,20
Delhi,Diesel,Manual,First,5,2.5,25,1396,69.01,5,tata,indigo,150
Bangalore,Petrol,Manual,First,5,4.15,23.1,998,67.04,5,maruti,celerio,74
Pune,Petrol,Manual,First,5,2.29,17.5,1198,75,9,skoda,fabia,47
Chennai,Diesel,Manual,First,5,7,22.77,1498,98.59,5,ford,ecosport,80
Bangalore,Petrol,Manual,Second,5,1.65,18.2,1061,64,13,maruti,zen,60
Ahmedabad,Petrol,Manual,First,5,8.25,20.73,1373,91.1,3,maruti,ciaz,6
Hyderabad,Petrol,Manual,First,5,6.5,17.8,1198,86.7,4,honda,amaze,33
Jaipur,Diesel,Manual,First,5,5.75,19.87,1461,83.8,5,renault,duster,91
Kolkata,Petrol,Manual,Second,5,2.1,16.47,1198,73.9,9,volkswagen,polo,43
Kolkata,Diesel,Manual,First,5,6.5,27.39,1248,74,4,maruti,baleno,29
Ahmedabad,Diesel,Manual,First,5,7.5,28.09,1248,88.5,4,maruti,ciaz,56
Pune,Petrol,Manual,First,5,5.48,17,1198,73.75,3,volkswagen,ameo,14
Hyderabad,Petrol,Manual,First,5,4.2,18.5,1197,85.8,7,maruti,ritz,35
Jaipur,Diesel,Manual,First,5,4.8,23.4,1248,74,6,maruti,swift,96
Kochi,Diesel,Manual,First,6,5.83,25.32,1198,77,3,mahindra,kuv,39
Pune,Petrol,Manual,First,5,5.85,21.4,1197,83.1,4,maruti,baleno,14
Mumbai,Diesel,Manual,First,5,6.21,27.3,1498,98.6,4,honda,jazz,38
Delhi,Petrol,Manual,First,5,3.65,17,1197,80,7,hyundai,i20,71
Delhi,Diesel,Manual,First,5,3.7,23,1396,90,8,hyundai,i20,71
Kochi,Petrol,Manual,First,5,4.85,19.1,1197,82,4,hyundai,xcent,48
Coimbatore,Petrol,Automatic,First,5,6.93,18.9,1197,82,3,hyundai,grand,19
Kolkata,Petrol,Manual,First,5,2.6,22.74,796,47.3,4,maruti,alto,26
Kolkata,Petrol,Manual,First,5,1.89,18.2,1199,82.5,6,chevrolet,sail,37
Jaipur,Petrol,Manual,Second,5,1.8,19.81,1086,68.05,12,hyundai,i10,84
Kolkata,Petrol,Manual,Second,5,1.4,17.5,1298,85.8,12,maruti,swift,47
Hyderabad,Diesel,Manual,First,5,3.6,21.1,1248,73.9,8,maruti,ritz,96
Jaipur,Petrol,Manual,Second,5,1.2,14.4,1599,94,16,hyundai,accent,47
Coimbatore,Petrol,Manual,Second,5,4.94,17.8,1198,86.7,6,honda,amaze,28
Delhi,Petrol,Manual,Second,5,1.25,18.9,998,67.1,13,maruti,wagon,65
Chennai,Diesel,Manual,Second,5,4.8,22.07,1199,73.9,7,volkswagen,polo,68
Pune,Petrol,Manual,Second,5,3.3,17,1197,80,9,hyundai,i20,41
Bangalore,Diesel,Manual,First,5,2.4,25.44,936,57.6,8,chevrolet,beat,65
Pune,Petrol,Manual,First,5,3.1,20.51,998,67.04,6,maruti,wagon,51
Pune,Petrol,Manual,Second,5,1.05,15.4,1590,94,14,maruti,baleno,146
Bangalore,Diesel,Manual,Second,5,7,22.77,1498,98.59,5,ford,ecosport,47
Ahmedabad,Petrol,Manual,Second,5,2.5,13.2,1495,94,10,hyundai,accent,58
Chennai,Petrol,Manual,First,5,2.1,20.92,998,67.1,9,maruti,alto,91
Kolkata,Diesel,Manual,First,5,5.85,27.3,1498,98.6,4,honda,jazz,27
Delhi,Diesel,Manual,First,5,8.9,28.09,1248,88.5,3,maruti,ciaz,26
Mumbai,Petrol,Manual,First,5,5.15,20.4,1197,81.8,4,maruti,swift,9
Chennai,Petrol,Manual,Second,5,1.65,18.9,1061,67,10,maruti,wagon,134
Coimbatore,Diesel,Automatic,First,5,8.08,26.59,1248,74,3,maruti,swift,24
Pune,Petrol,Automatic,First,5,4.5,18.9,1197,82,6,hyundai,grand,37
Chennai,Petrol,Manual,Second,5,4.3,16.95,1498,97.7,7,nissan,sunny,55
Hyderabad,Petrol,Manual,First,5,2.6,19,998,66.1,10,maruti,a-star,81
Hyderabad,Petrol,Manual,First,5,4.45,25.17,799,53.3,2,renault,kwid,1
Chennai,Petrol,Manual,Second,5,1.75,18.9,1061,67,12,maruti,wagon,55
Jaipur,Diesel,Manual,First,5,2.8,25,1396,69.01,4,tata,indigo,65
Hyderabad,Diesel,Manual,First,5,6.2,22.54,1396,88.73,5,hyundai,i20,26
Kochi,Petrol,Manual,First,8,3.8,16.8,796,34.2,1,maruti,omni,11
Hyderabad,Diesel,Manual,First,5,6.1,25.2,1248,74,6,maruti,swift,81
Coimbatore,Diesel,Manual,First,5,11.65,23,1498,98.96,1,ford,ecosport,23
Mumbai,Petrol,Automatic,First,5,4.15,16.5,1198,86.8,6,honda,brio,26
Kolkata,Petrol,Manual,First,5,2.25,18.5,1197,80,10,hyundai,i20,18
Kochi,Diesel,Manual,First,5,8.51,26.59,1248,74,1,maruti,swift,18
Pune,Petrol,Manual,First,5,1.85,13.7,1368,88.8,10,tata,manza,75
Kolkata,Diesel,Manual,Second,5,2.5,22.9,1248,74,8,maruti,swift,82
Chennai,Diesel,Manual,First,5,4.75,22.07,1199,73.9,7,volkswagen,polo,60
Bangalore,Diesel,Manual,First,5,5.5,23,1396,90,6,hyundai,i20,67
Kochi,Diesel,Manual,First,5,2.47,25.44,936,57.6,6,chevrolet,beat,52
Kochi,Petrol,Manual,First,5,3.3,16.2,995,62.1,6,chevrolet,spark,36
Coimbatore,Diesel,Manual,First,5,6.99,24.4,1120,71,4,hyundai,xcent,14
Pune,Petrol,Manual,Second,5,2.3,18.06,1198,75,10,nissan,micra,85
Coimbatore,Petrol,Manual,First,5,4.57,18.6,1197,85.8,7,maruti,swift,61
Chennai,Diesel,Manual,First,5,3.5,24.4,1120,71,4,hyundai,xcent,80
Coimbatore,Petrol,Manual,First,5,5.88,18.9,1197,82,4,hyundai,grand,44
Kolkata,Petrol,Manual,First,5,4.6,18.5,1197,80,5,hyundai,i20,35
Kolkata,Diesel,Manual,First,5,4.9,22.77,1498,98.59,7,ford,ecosport,44
Kolkata,Diesel,Manual,First,5,3.8,22.07,1199,73.9,6,volkswagen,polo,35
Hyderabad,Diesel,Manual,First,5,7.2,22.7,1498,89.84,7,ford,ecosport,69
Hyderabad,Petrol,Manual,First,5,4.5,14.4,1396,65,3,tata,indigo,23
Delhi,Diesel,Manual,First,5,4.15,26.59,1248,74,6,maruti,swift,68
Coimbatore,Diesel,Manual,First,5,7.94,25.1,1248,88.5,4,maruti,s-cross,74
Delhi,Petrol,Manual,First,5,3.7,18.9,998,67.1,4,maruti,wagon,22
Chennai,Diesel,Manual,Third,5,1.5,25.44,936,57.6,9,chevrolet,beat,109
Delhi,Petrol,Manual,Second,5,2.2,19.81,1086,68.05,8,hyundai,i10,51
Kolkata,Petrol,Manual,First,5,1.92,20.36,1197,78.9,11,hyundai,i10,43
Kolkata,Petrol,Manual,First,5,3.2,18.9,1197,82,7,hyundai,grand,29
Kolkata,Diesel,Manual,First,5,3.85,23.4,1248,74,6,maruti,swift,45
Kochi,Diesel,Manual,First,5,3.48,23,1396,90,10,hyundai,i20,93
Hyderabad,Diesel,Manual,Second,5,4.55,25.83,1498,99,3,ford,figo,95
Pune,Diesel,Manual,First,7,7,25.47,1248,88.5,4,maruti,ertiga,130
Ahmedabad,Diesel,Manual,First,7,5.75,20.77,1248,88.8,7,maruti,ertiga,67
Hyderabad,Petrol,Manual,First,5,1.7,19.7,796,46.3,11,maruti,alto,35
Kochi,Diesel,Manual,First,5,10.49,24.3,1248,88.5,1,maruti,vitara,34
Pune,Diesel,Manual,First,5,7.55,22.9,1248,74,4,maruti,swift,58
Mumbai,Petrol,Manual,First,5,3.95,17.57,1193,88.7,6,tata,zest,40
Bangalore,Petrol,Manual,Fourth & Above,5,3.25,17,1197,80,10,hyundai,i20,61
Mumbai,Diesel,Manual,First,5,2.75,19.4,1422,70,11,skoda,fabia,86
Kolkata,Diesel,Manual,First,5,7.35,21.43,1364,87.2,5,toyota,corolla,45
Ahmedabad,Petrol,Manual,First,5,4.7,17,1198,73.75,3,volkswagen,ameo,55
Kochi,Petrol,Manual,First,5,3.42,20.36,1197,78.9,7,hyundai,i10,46
Kolkata,Petrol,Manual,First,5,2.5,18.6,1199,76.8,5,chevrolet,beat,120
Mumbai,Petrol,Automatic,First,5,3.45,16.95,1197,78.9,9,hyundai,i10,64
Pune,Petrol,Automatic,First,5,3.3,24.07,998,67.1,5,maruti,alto,73
Kolkata,Diesel,Manual,First,5,6.5,24.3,1248,88.5,3,maruti,vitara,35
Hyderabad,Petrol,Manual,First,5,3.65,21.1,814,55.2,7,hyundai,eon,17
Kolkata,Petrol,Manual,First,5,2.8,18.9,998,67.1,5,maruti,wagon,14
Chennai,Petrol,Manual,First,5,4,17,1197,80,8,hyundai,i20,50
Coimbatore,Petrol,Manual,Second,5,2.69,18.9,998,67.1,12,maruti,wagon,53
Kolkata,Petrol,Manual,First,5,2.75,18,1198,86.7,6,honda,amaze,48
Mumbai,Petrol,Manual,First,5,2.8,24.7,796,47.3,4,maruti,alto,24
Coimbatore,Petrol,Manual,First,5,5.88,23.84,1199,84,2,tata,tiago,9
Pune,Petrol,Manual,First,5,4.65,18.6,1197,85.8,7,maruti,swift,32
Jaipur,Petrol,Manual,First,5,2.5,21.1,814,55.2,6,hyundai,eon,18
Hyderabad,Diesel,Manual,First,5,6.85,22.54,1396,88.73,4,hyundai,i20,33
Chennai,Diesel,Manual,First,5,5.25,23.59,1364,67.05,8,toyota,etios,48
Coimbatore,Diesel,Manual,First,5,9.23,21.43,1364,87.2,6,toyota,corolla,72
Hyderabad,Diesel,Manual,First,5,5.19,20.14,1498,88.8,6,volkswagen,polo,69
Pune,Diesel,Manual,First,5,5.75,17.8,1248,75,5,maruti,swift,79
Bangalore,Petrol,Automatic,First,5,2.99,19.2,1197,80,11,hyundai,i10,60
Kolkata,Diesel,Manual,First,5,3.89,26.59,1248,74,6,maruti,swift,57
Coimbatore,Diesel,Manual,First,5,11.73,26,1498,98.6,2,honda,city,45
Coimbatore,Petrol,Manual,First,5,3.11,14,796,35,4,maruti,omni,55
Ahmedabad,Diesel,Manual,First,7,8.7,24.52,1248,88.5,2,maruti,ertiga,38
Kochi,Diesel,Manual,First,5,5.04,24,1120,70,4,hyundai,grand,57
Jaipur,Diesel,Manual,First,5,8.5,28.09,1248,88.5,3,maruti,ciaz,38
Mumbai,Diesel,Manual,First,5,5.65,20.5,1248,91.72,5,fiat,avventura,32
Delhi,Petrol,Manual,First,5,5,18.9,1197,81.86,3,hyundai,grand,8
Chennai,Diesel,Manual,First,5,1.75,18,1248,75,9,tata,indica,120
Mumbai,Diesel,Manual,First,7,3.5,15.96,2523,62.1,4,mahindra,bolero,40
Coimbatore,Diesel,Manual,First,5,10.46,24.3,1248,88.5,2,maruti,vitara,64
Pune,Diesel,Manual,First,5,4.85,20.5,1248,91.72,6,fiat,avventura,52
Kochi,Petrol,Manual,First,5,5.68,19.5,1199,88.76,4,honda,amaze,51
Chennai,Petrol,Manual,First,5,3,18.9,998,67.1,7,maruti,wagon,79
Delhi,Petrol,Manual,First,5,4.75,16.1,1197,85,4,maruti,swift,42
Bangalore,Petrol,Manual,First,5,5.35,16.47,1198,74,6,volkswagen,polo,62
Hyderabad,Petrol,Manual,First,5,5.98,18.9,1197,81.86,3,hyundai,grand,20
Chennai,Diesel,Manual,Third,5,3.5,21.5,1248,88.8,9,maruti,sx4,80
Kochi,Petrol,Manual,First,5,4.77,18.9,1197,81.86,2,hyundai,grand,50
Delhi,Petrol,Manual,First,5,5.45,21.4,1197,83.1,4,maruti,baleno,50
Ahmedabad,Petrol,Automatic,First,5,6.85,20.3,1199,84,2,tata,tigor,1
Jaipur,Diesel,Automatic,First,5,7.3,26.59,1248,74,4,maruti,swift,54
Pune,Petrol,Manual,First,5,1.25,15.3,1193,65.3,13,tata,indica,108
Ahmedabad,Petrol,Manual,First,5,2.71,16.1,1298,88.2,12,maruti,swift,65
Kolkata,Petrol,Manual,First,5,3.6,19.1,1197,82,4,hyundai,xcent,32
Ahmedabad,Petrol,Manual,First,5,3,18.5,1197,80,10,hyundai,i20,65
Hyderabad,Petrol,Automatic,First,5,4.65,23.1,998,67.04,4,maruti,celerio,21
Mumbai,Petrol,Manual,First,5,2.95,17.5,1298,85.8,9,maruti,swift,58
Hyderabad,Diesel,Manual,First,5,5.95,25.2,1248,74,5,maruti,swift,58
Pune,Diesel,Manual,Second,5,2.25,19,1248,93,10,fiat,linea,172
Jaipur,Petrol,Manual,First,5,3.1,19.81,1086,68.05,7,hyundai,i10,46
Jaipur,Petrol,Manual,First,5,6.5,18.6,1197,81.83,2,hyundai,i20,5
Ahmedabad,Diesel,Manual,First,5,5.7,26,1498,98.6,6,honda,city,66
Ahmedabad,Diesel,Manual,First,8,8,12.99,2494,100,7,toyota,innova,119
Chennai,Petrol,Manual,First,5,2.6,25.17,799,53.3,4,renault,kwid,45
Hyderabad,Petrol,Manual,First,5,2.45,19,998,66.1,11,maruti,a-star,66
Kolkata,Petrol,Manual,First,5,2.3,18.9,998,67.1,8,maruti,wagon,35
Jaipur,Diesel,Manual,First,5,5.9,25.2,1248,74,4,maruti,swift,41
Kolkata,Petrol,Manual,First,5,1.95,16,1086,66.7,10,hyundai,i10,27
Coimbatore,Diesel,Manual,First,5,6.55,23.59,1364,67.04,4,toyota,etios,53
Kolkata,Diesel,Manual,First,5,2.65,20,1399,68.05,8,ford,figo,36
Pune,Petrol,Manual,Second,5,2.1,22.74,796,47.3,6,maruti,alto,32
Hyderabad,Petrol,Manual,First,5,5.68,18.78,999,75,1,volkswagen,polo,1
Kolkata,Petrol,Manual,First,5,1.55,22.74,796,47.3,7,maruti,alto,56
Mumbai,Diesel,Manual,First,7,7.75,20.77,1248,88.76,4,maruti,ertiga,54
Kolkata,Petrol,Manual,First,5,1.35,15,1368,90,10,tata,manza,40
Mumbai,Diesel,Manual,First,5,3.25,20,1399,68.05,6,ford,figo,54
Mumbai,Petrol,Manual,First,5,6.4,18.7,1199,88.7,4,honda,jazz,15
Bangalore,Petrol,Manual,Second,5,3.95,16.47,1198,73.9,8,volkswagen,polo,75
Mumbai,Petrol,Manual,Second,5,1.25,17.7,1497,78,15,honda,city,56
Chennai,Diesel,Manual,Third,5,1.35,12.8,1489,35.5,17,ambassador,classic,80
Jaipur,Petrol,Manual,Second,5,0.77,17.3,993,60,21,maruti,zen,70
Jaipur,Petrol,Manual,First,4,0.9,16.1,796,37,11,maruti,800,32
Chennai,Petrol,Manual,Third,5,1.1,13.8,1299,70,13,ford,ikon,40
Pune,Petrol,Manual,Second,5,2,18.6,1199,79.4,8,chevrolet,beat,78
Ahmedabad,Diesel,Manual,First,5,6.5,21.43,1364,86.79,8,toyota,corolla,52
Mumbai,Diesel,Manual,First,5,4,24.4,1120,71,4,hyundai,xcent,170
Pune,Petrol,Manual,First,5,2.1,20.36,1197,78.9,11,hyundai,i10,62
Mumbai,Diesel,Manual,First,5,4.65,21.9,1396,88.8,6,hyundai,i20,12
Pune,Diesel,Manual,First,5,4.35,21.1,1248,73.9,7,maruti,ritz,20
Chennai,Diesel,Manual,First,7,6.15,14.95,2489,93.7,4,mahindra,xylo,85
Kochi,Diesel,Manual,First,5,6.24,28.4,1248,74,3,maruti,swift,34
Chennai,Diesel,Manual,First,7,4.8,20.77,1248,88.76,5,maruti,ertiga,153
Chennai,Petrol,Manual,Second,5,4.5,16.1,1197,85,6,maruti,swift,54
Kochi,Petrol,Manual,First,5,3.87,20.36,1197,78.9,5,hyundai,i10,16
Delhi,Petrol,Manual,First,5,2.75,20.36,1197,78.9,7,hyundai,i10,62
Kochi,Petrol,Manual,First,5,6.57,21.4,1197,83.1,2,maruti,baleno,23
Jaipur,Petrol,Manual,First,5,2,16.36,1495,93.7,10,hyundai,accent,52
Ahmedabad,Petrol,Manual,First,5,3.65,19.4,1198,86.8,8,honda,brio,50
